,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,last name,first_Name,range_age,Month_number,categorizes_geo
2678,74,"65983 turcotte viaduct\ngorczanyburgh, ak 75570-4769",retired,married,secondary,False,935,False,False,cellular,26,jan,100,1,104,1,other,False,leuschke,dixie,7,1,nan
2691,57,"461 federico village apt. 482\nnew oleta, pw 67748-9038",blue-collar,married,secondary,False,1521,True,True,cellular,18,may,102,2,178,5,failure,False,dickinson,carleton,5,5,nan
2692,34,"1107 bergnaum union apt. 597\nport rooseveltfurt, wi 57346-3044",management,married,tertiary,False,1310,False,False,telephone,30,jan,521,3,158,7,other,False,stamm,emiliano,3,1,nan
2696,55,"18606abshireshore\nparkermouth,me01610-0017",management,divorced,tertiary,False,9756,True,False,cellular,5,jun,103,2,95,1,other,True,jast,kaden,5,6,nan
2699,37,"1715 eulah extensions apt. 540\nbogisichburgh, nh 80450-3902",blue-collar,married,primary,False,403,True,False,cellular,8,may,318,2,338,1,success,False,lakin,leone,3,5,nan
2701,45,"35677 lukas bypass\ngilbertville, mp 14869",technician,divorced,secondary,False,809,True,False,cellular,13,may,155,2,363,4,failure,False,d'amore,elissa,4,5,nan
2708,33,"27316kirlinranch\nsouthgiaburgh,wy30988",management,married,tertiary,False,287,True,False,cellular,15,may,199,2,274,3,other,False,lockman,camilla,3,5,nan
2711,47,"416 raynor walks apt. 906\nhirtheview, ok 70762",unknown,married,unknown,False,677,False,False,cellular,7,aug,384,1,99,4,success,False,weissnat,cathy,4,8,nan
2714,47,"32657 adolf camp\nchelseyfurt, ca 67664-7588",technician,divorced,tertiary,False,477,True,False,telephone,7,may,973,1,366,1,failure,False,bernier,luna,4,5,nan
2719,32,"760 chesley course suite 145\nnorth trinity, gu 33954-0749",technician,single,secondary,False,230,True,False,cellular,18,may,442,1,266,8,failure,True,becker,emanuel,3,5,nan
2728,60,"6424 von heights \nnew abdiel, id 53307",admin.,married,secondary,False,-396,True,False,cellular,11,may,443,1,350,1,failure,False,windler,alexandre,6,5,nan
2745,34,"929 rud0lph m3ad0ws st.\n3vanhav3n, fl 77410-9492",management,married,tertiary,False,1657,True,False,cellular,18,may,566,2,356,4,failure,False,barton,walton,3,5,nan
2749,39,"613heidiestatesst.\nwestkristopherfort,ma76128-8306",technician,married,secondary,False,994,False,False,cellular,5,feb,221,1,241,1,failure,False,jacobi,jevon,3,2,nan
2759,34,"1424 3li3z3r 3xt3nsi0ns \nd3marcussid3, pr 04017",blue-collar,married,secondary,False,1221,True,False,cellular,6,may,182,1,90,8,failure,False,zemlak,katelyn,3,5,nan
2764,42,"37695 devan garden\nport bernhard, md 18307",blue-collar,married,secondary,False,2157,True,False,cellular,13,may,149,1,364,2,failure,False,harris,keara,4,5,nan
2776,37,"48947idameadows\ndavischester,md39984",management,married,primary,False,22856,False,False,cellular,2,jul,154,1,388,1,failure,False,keeling,hermann,3,7,nan
2784,35,"8292skil3sp0rtsav3.\nc3c3lialand,wi94180",technician,single,secondary,False,5731,True,False,cellular,4,may,164,2,167,4,other,False,gulgowski,erica,3,5,nan
2796,56,"690470linmissi0n\n3astamiyaf0rt,pr85798-9408",admin.,married,secondary,False,1270,True,False,cellular,17,nov,80,2,165,2,other,False,douglas,ari,5,11,nan
2812,41,"727 schultz court st.\nleviview, ut 54332-6524",admin.,single,secondary,False,748,False,False,telephone,21,nov,94,7,130,3,other,False,walter,eugene,4,11,nan
2818,57,"4048w3b3rl0dg3av3.\ncruickshankvill3,vi14817",entrepreneur,divorced,secondary,True,25,True,False,cellular,11,may,652,1,370,4,other,False,boehm,providenci,5,5,nan
2819,26,"2923sheridanstationave.\nportjaylin,or70043-5319",admin.,single,secondary,False,96,True,False,cellular,13,may,612,2,348,3,other,False,becker,alisha,2,5,nan
2826,39,"59493o'haracanyon\nsouthjosue,dc31642",management,married,tertiary,False,763,True,False,cellular,11,may,877,7,300,2,other,True,dickens,amparo,3,5,relief
2832,36,"5568 h3an3y sh0r3s av3.\nw3st d3annam0uth, vt 36588",management,married,tertiary,False,1582,False,False,telephone,3,feb,26,2,197,1,failure,False,cummings,emily,3,2,nan
2837,43,"0051hammesharborsave.\nlolitaview,ct75092",blue-collar,married,secondary,False,699,True,True,cellular,20,nov,1258,2,122,2,other,True,powlowski,aleen,4,11,nan
2846,47,"23095 antonio fords\nnew ozellamouth, md 24579-5684",blue-collar,married,primary,False,881,True,False,cellular,14,may,143,1,370,2,failure,False,kertzmann,shayne,4,5,nan
2847,38,"2122 kris stravenue apt. 710\ncollinstown, wy 28711-5239",technician,married,secondary,False,6728,False,False,cellular,25,nov,232,1,96,4,success,True,jenkins,ryan,3,11,nan
2849,40,"123 eloy ranch st.\nrichiemouth, ri 41886",self-employed,married,secondary,False,167,True,True,cellular,8,may,380,4,295,1,failure,False,gislason,mohamed,4,5,nan
2851,32,"06481 hyatt n3ck\nd3lfinap0rt, mi 49855",technician,single,tertiary,False,1625,False,False,cellular,22,may,796,1,109,1,failure,True,rau,destiny,3,5,nan
2859,23,"636 r0wan c0rn3rs st.\nlak3 mariann3burgh, mh 95876",blue-collar,single,primary,False,8627,True,False,cellular,15,may,169,1,346,1,failure,False,eichmann,gerhard,2,5,nan
2860,31,"7788 deon mission apt. 649\ngerrystad, pw 94614-3214",management,single,tertiary,False,2590,False,False,cellular,23,sep,103,2,484,2,other,False,mann,ottis,3,9,nan
2879,61,"32426 3ricka c0rn3rs\nfish3rburgh, la 30076-9036",housemaid,married,primary,False,848,False,False,cellular,27,apr,605,1,187,1,other,False,kerluke,tabitha,6,4,nan
2880,43,"5218 o'connell alley suite 569\nkozeyburgh, ri 02125",management,married,secondary,False,481,True,False,telephone,18,nov,164,1,110,2,other,False,torphy,cecelia,4,11,nan
2900,32,"3754 arnoldo mount ave.\nmillermouth, nj 13382-7749",management,single,tertiary,False,697,False,False,cellular,7,aug,119,1,99,3,failure,False,jewess,niko,3,8,nan
2904,39,"81909 eduardo gardens\nziemechester, de 66660",management,married,tertiary,False,894,True,False,cellular,20,apr,491,1,326,1,other,False,beahan,bette,3,4,nan
2914,37,"8914 lang parkways av3.\nn0rth christafurt, d3 82782",blue-collar,married,primary,False,655,True,False,cellular,5,feb,127,2,258,4,failure,False,hane,patricia,3,2,nan
2915,56,"581 v0n vista \nw0lft0n, ct 84700",retired,divorced,primary,False,694,False,False,cellular,29,jan,144,1,102,1,other,True,schumm,junior,5,1,nan
2917,41,"8981dollybypasssuite336\npadbergville,ma24465-3899",technician,single,tertiary,False,1646,True,False,cellular,4,feb,261,1,184,6,success,True,haley,jerry,4,2,nan
2918,29,"796 maggi0 fr33way suit3 985\np0rt ici3vi3w, a3 69920",admin.,single,tertiary,False,14,False,False,cellular,29,sep,87,1,120,1,failure,False,ondricka,ewald,2,9,nan
2923,39,"159 bednar court \ndrewside, aa 78261",admin.,married,secondary,False,260,True,False,cellular,17,apr,146,1,281,1,failure,False,fay,myron,3,4,nan
2924,49,"3491g0dfr3yh0ll0w\nw3stlisat0wn,gu83238",blue-collar,married,secondary,False,2039,True,False,cellular,6,may,451,1,169,2,failure,True,langosh,mireille,4,5,nan
2934,41,"175 reinger expressway apt. 158\nlake brendanfurt, tx 91835-3358",services,married,unknown,False,88,True,False,cellular,11,may,105,1,336,2,failure,False,quitzon,blaze,4,5,water
2949,46,"365 blanda juncti0n apt. 622\nflatl3yt0wn, wi 47426-4150",blue-collar,married,primary,False,147,True,False,cellular,6,may,116,2,169,3,failure,False,johns,jacinto,4,5,nan
2951,36,"57861 runte point\nretaland, de 53160",technician,married,secondary,False,55,True,False,cellular,13,may,38,2,369,4,failure,False,miller,doug,3,5,nan
2956,35,"1111 turc0tt3 caus3way \np0rt alan, nd 19436-4692",management,married,tertiary,False,552,True,True,cellular,19,nov,314,2,124,1,failure,False,hammes,aylin,3,11,nan
2961,32,"201 hayes mall st.\nsouth mariellefurt, ga 46732-4112",blue-collar,married,secondary,False,1787,True,False,cellular,12,may,87,4,357,4,failure,False,kovacek,elroy,3,5,nan
2963,31,"8952 b0d3 inl3t \ns0uth jakaylaf0rt, fm 62098",management,single,tertiary,False,12569,False,False,cellular,9,sep,344,1,295,1,failure,True,ruecker,forest,3,9,nan
2968,46,"560 rau isl3 \nlak3 tr3, nc 22626",blue-collar,married,secondary,False,4855,True,False,cellular,10,aug,1529,1,397,1,failure,False,steuber,filomena,4,8,nan
2969,47,"8101 jacobs harbor \nweissnatshire, in 67559-1734",technician,married,tertiary,False,2408,False,False,cellular,12,aug,236,1,104,1,success,False,bruen,berniece,4,8,nan
2971,37,"59765 heloise lodge\nbreannemouth, ga 44755",blue-collar,married,secondary,False,346,True,False,cellular,17,apr,390,1,316,1,failure,False,stroman,ernesto,3,4,nan
2977,38,"6322 august curv3 \nj3ani3land, vi 60565-4787",entrepreneur,married,tertiary,False,1514,False,True,cellular,21,nov,160,3,120,3,failure,False,sawayn,nova,3,11,nan
2988,38,"85783 adams pines\nlake terryshire, sc 75541",entrepreneur,single,secondary,False,2543,False,False,cellular,10,aug,223,1,414,4,failure,True,borer,marques,3,8,water
2990,56,"1616l0urd3sspring\nrayn0rf0rt,fl07200",blue-collar,married,primary,False,828,True,False,cellular,14,may,214,1,349,1,failure,False,breitenberg,reilly,5,5,nan
2992,47,"55581 ernesto ridges\nwest bayleeview, mn 37810-9931",housemaid,married,secondary,False,3940,True,False,cellular,9,nov,171,2,96,5,success,False,cummerata,kathleen,4,11,nan
3004,37,"15015alejandraford\nbeierside,ae42849-2639",admin.,married,secondary,False,7,True,False,cellular,27,may,224,7,105,1,other,False,parisian,janelle,3,5,nan
3005,60,"10411krispin3s\ns0uthcaylam0uth,mp83636",admin.,married,secondary,False,3735,False,False,cellular,22,dec,190,1,188,9,success,True,satterfield,jason,6,12,nan
3007,44,"289 abbott ferry \nwest nolaview, ia 01598-1847",blue-collar,married,secondary,False,508,True,False,cellular,20,apr,222,1,154,1,failure,False,wolf,wyatt,4,4,nan
3008,48,"3356 shanelle tunnel suite 352\nnorth wanda, or 08545-6302",management,married,unknown,False,0,True,False,cellular,8,may,612,1,344,1,other,False,harvey,opal,4,5,nan
3021,43,"418 zieme lake suite 312\nwest elizabeth, nd 58233-7354",blue-collar,married,primary,False,60,False,False,cellular,8,may,487,2,367,2,other,False,bechtelar,cierra,4,5,water
3022,37,"654z03ymissi0nst.\nsp0r3rshir3,wi45396",blue-collar,married,secondary,False,342,True,False,cellular,12,may,340,2,175,1,failure,False,little,gladyce,3,5,nan
3023,36,"927 leonard street \namandafurt, ak 11828-7021",blue-collar,single,tertiary,False,1830,False,False,cellular,14,oct,183,1,91,11,failure,False,okuneva,samson,3,10,nan
3025,38,"7501 kal3b plains apt. 446\nsusanashir3, c0 64968",management,single,tertiary,False,16957,True,False,telephone,29,jan,208,1,247,2,failure,False,koelpin,jessika,3,1,flat
3027,40,"33409 spencer forks\nnew ciaraberg, mh 48931",management,married,tertiary,False,0,False,False,cellular,10,nov,147,1,96,8,success,True,gislason,rickie,4,11,nan
3033,50,"290l3hn3rsquar3st.\nlak3cas3ybury,nd93005-6398",technician,divorced,secondary,False,-54,True,True,cellular,13,may,698,2,292,1,failure,True,schuster,rachael,5,5,nan
3035,55,"6614simonisprairieapt.433\nwesteldoraside,mh27622-4127",unemployed,married,tertiary,False,4809,True,False,cellular,21,nov,223,2,186,3,other,False,koch,hillard,5,11,nan
3040,34,"5125 stokes summit ave.\nnew kaylin, ms 07774-0666",admin.,married,secondary,False,2374,True,False,cellular,9,nov,161,1,209,2,failure,True,hodkiewicz,rose,3,11,nan
3041,32,"75740 pr3d0vic vall3y\nw3hn3rbury, fl 82977-7761",admin.,single,secondary,False,92,True,False,cellular,18,may,110,1,315,2,failure,False,marquardt,blaze,3,5,nan
3043,40,"398emmacurvesuite432\njermainland,mi07816-3840",blue-collar,married,primary,False,1397,True,False,telephone,12,may,58,2,334,1,failure,False,volkman,emiliano,4,5,nan
3048,35,"62171 p0llich 0v3rpass\nb3rni3rvi3w, id 69682-7950",services,single,secondary,False,414,True,False,cellular,20,apr,11,5,319,2,other,False,lubowitz,evert,3,4,nan
3058,38,"134 ward shore suite 437\nnorth roxane, id 56428-2627",technician,married,secondary,False,4030,True,False,cellular,19,nov,75,2,177,5,failure,False,rice,minnie,3,11,nan
3060,52,"7997 kane forges \nnorth jacquelynburgh, ca 96629-1801",admin.,married,secondary,False,0,False,False,cellular,22,apr,91,2,275,1,failure,False,larson,alejandra,5,4,nan
3064,43,"08293 volkman run\nflavieton, sd 37357",management,single,tertiary,False,1696,True,False,cellular,26,aug,257,1,474,3,failure,True,powlowski,otilia,4,8,nan
3066,34,"4841 christ rapids suit3 238\nst0lt3nb3rgbury, la 77763",blue-collar,married,secondary,False,856,True,False,cellular,20,apr,470,1,150,5,other,False,bergstrom,yesenia,3,4,nan
3071,34,"312rauparkwaysst.\nabshir3t0wn,az74689",technician,single,secondary,False,347,True,False,cellular,6,feb,154,2,197,6,failure,False,mcclure,gene,3,2,nan
3088,31,"284 brennon alley apt. 581\nlake sally, in 76642-0873",technician,single,secondary,False,2544,False,False,cellular,15,jul,252,1,184,3,success,True,bradtke,mortimer,3,7,water
3092,46,"632mattc0urtsst.\nm00r3land,mn05874-4495",management,married,tertiary,False,523,True,False,cellular,6,may,105,4,366,2,failure,False,koch,terrance,4,5,nan
3094,56,"36281mcglynnridge\nwilfredshire,id01397-5707",retired,married,secondary,False,3948,False,False,cellular,3,apr,484,1,135,3,failure,False,schroeder,harley,5,4,nan
3100,66,"29462 graciela forge\nport maximillia, sd 72797-0947",retired,married,primary,False,747,False,False,telephone,28,jan,203,3,93,1,failure,False,murphy,anita,6,1,nan
3115,39,"1689 0ral vall3y av3.\nw3st granvill3, ar 53365-0271",self-employed,married,tertiary,False,585,True,False,cellular,18,nov,48,1,181,3,failure,False,langworth,avery,3,11,nan
3119,28,"5442 elmo garden \ngoyettemouth, gu 38529",technician,married,secondary,False,232,True,True,cellular,29,jan,72,1,261,1,failure,False,halvorson,arno,2,1,nan
3132,53,"79856 jair0 isl3\nn0rth quincy, pr 13206",self-employed,married,tertiary,False,451,True,False,cellular,2,feb,125,1,249,2,failure,False,marks,jada,5,2,nan
3134,47,"35305bartolettiroute\nhowellville,co07686-6837",self-employed,divorced,secondary,False,8515,True,False,unknown,20,nov,14,7,112,4,other,False,bartell,shany,4,11,nan
3141,32,"5155maverickroadave.\nlakereanna,mn14295",admin.,single,secondary,False,678,True,False,cellular,4,feb,1579,1,246,4,failure,True,o'connell,isabelle,3,2,water
3145,45,"3539blockmall\nnorthjohnchester,ga60355",technician,divorced,secondary,False,976,True,False,cellular,17,apr,183,1,338,2,failure,False,kunze,roberta,4,4,nan
3148,36,"9297rennercourseapt.733\nnorthaustyn,vi32490-5646",admin.,single,secondary,False,1927,True,False,cellular,18,nov,288,1,137,1,other,False,wiegand,jalen,3,11,nan
3157,75,"8567 terence meadow ave.\nport brandymouth, il 98811-5804",blue-collar,married,secondary,False,6053,False,False,cellular,11,feb,865,2,190,1,failure,False,koepp,daija,7,2,nan
3159,35,"892 kub und3rpass st.\n3ast natashat0n, ca 76604-7082",admin.,married,secondary,False,725,True,False,cellular,20,nov,219,7,133,1,failure,False,cummerata,josue,3,11,nan
3167,50,"879 hugh knolls st.\nwest majorshire, pa 55607",entrepreneur,married,secondary,False,806,True,True,cellular,7,may,141,8,297,2,other,False,parisian,buddy,5,5,nan
3172,55,"2563martasquaressuite838\nwalshbury,wy97832-5579",management,divorced,tertiary,False,481,True,False,telephone,8,may,147,2,298,3,failure,False,weimann,federico,5,5,nan
3176,28,"8623 sauer parkways ave.\nlake ruthie, me 85146",admin.,single,secondary,False,4745,False,False,telephone,12,may,360,1,181,5,success,True,beatty,savanah,2,5,water
3181,33,"485 emely cliffs suite 870\nwest nikkihaven, pw 47439",blue-collar,married,secondary,False,331,True,False,cellular,14,may,178,7,365,5,other,False,thompson,josie,3,5,nan
3202,79,"11538 jamil junctions\nlutherbury, ma 95248",retired,married,primary,False,8556,False,False,telephone,18,jan,326,2,272,2,success,True,abshire,bailey,7,1,nan
3205,77,"3581 mitch3ll cr0ssr0ad apt. 509\njust0nm0uth, wi 68506-5264",retired,married,primary,False,680,False,False,telephone,27,nov,341,4,94,3,failure,False,adams,abigayle,7,11,nan
3231,29,"006 luigi tunn3l suit3 409\ndubuqu3sid3, ri 30215-8269",admin.,married,secondary,False,22171,True,False,cellular,18,may,44,1,355,3,failure,False,bernhard,elenor,2,5,nan
3232,56,"535 jacobs shoals \nwest madisonview, ma 85893",management,married,tertiary,False,856,True,True,cellular,4,feb,70,4,7,7,other,False,koepp,michaela,5,2,nan
3235,32,"3419 j3na stati0n apt. 378\nl0nburgh, tn 72339-3395",blue-collar,single,secondary,False,53,True,False,cellular,18,nov,276,1,195,1,failure,False,wyman,torrey,3,11,nan
3236,43,"770 wa3lchi land st.\n3ast j0rg3shir3, ak 99074",blue-collar,married,primary,False,2519,True,False,cellular,16,apr,257,2,146,9,other,False,kling,deborah,4,4,nan
3239,52,"005 katlynn estate st.\nnorth alishamouth, ky 58711",blue-collar,married,secondary,False,2087,True,False,cellular,31,aug,267,1,474,1,failure,True,friesen,dannie,5,8,nan
3243,27,"9372 ona throughway suite 185\nwest loyview, pw 02699-0015",management,single,tertiary,False,390,False,False,cellular,28,oct,190,1,82,1,success,False,larson,kane,2,10,nan
3250,54,"598 ebba mount st.\ncliftonshire, ms 21448-1129",technician,married,tertiary,False,876,False,False,cellular,27,oct,269,3,541,3,success,True,maggio,martine,5,10,nan
3256,36,"074gerlachcenterapt.435\ncoletown,la23874",management,married,tertiary,False,495,False,False,cellular,12,mar,213,3,182,6,success,True,dietrich,jana,3,3,nan
3260,45,"03552 sierra locks\ncroninchester, sc 22065",admin.,married,primary,False,542,False,False,cellular,11,may,8,5,350,3,other,False,sporer,jerrod,4,5,nan
3263,35,"149 schust3r l0af st.\ns0uth 3ladi0, va 59026",management,married,tertiary,False,24,True,False,cellular,8,apr,169,1,231,2,failure,False,bednar,dylan,3,4,nan
3266,45,"239 br3it3nb3rg stati0n \np0rt l30nardbury, mp 40652",blue-collar,married,secondary,False,192,True,False,cellular,13,may,154,5,176,1,other,False,grimes,hunter,4,5,nan
3270,35,"8149 b3rtha divid3 av3.\nn0rth 3rika, ak 19400-1623",blue-collar,married,secondary,False,262,False,False,cellular,2,jul,96,2,109,4,success,False,corwin,jodie,3,7,nan
3272,44,"723 nader canyon apt. 931\nquigleyfort, hi 67840",services,single,secondary,False,5045,True,False,cellular,21,nov,20,6,175,15,other,False,dare,rebekah,4,11,relief
3278,59,"889 ike underpass suite 933\ntitoside, va 16729-3725",entrepreneur,married,primary,False,0,False,False,telephone,19,nov,207,2,153,1,failure,False,champlin,sandra,5,11,nan
3281,33,"767 harv3y cany0n st.\n3ast yasmin, wv 63721-0558",technician,single,secondary,False,1279,True,False,cellular,18,may,239,2,349,3,success,False,reichert,mireya,3,5,nan
3287,30,"58916smithamgrove\nchristyton,ma39370",admin.,single,secondary,False,127,True,False,cellular,18,may,16,6,368,1,other,False,mcglynn,andre,3,5,nan
3295,32,"2772gerlachrueave.\nturnerborough,mh35446-0938",technician,divorced,secondary,False,202,True,False,cellular,4,feb,429,1,201,1,failure,False,fritsch,floyd,3,2,nan
3297,28,"089 ubaldo port st.\npattiefort, nv 26789",self-employed,single,tertiary,False,442,False,False,cellular,19,jun,474,3,95,3,other,True,kertzmann,kelli,2,6,nan
3298,27,"04025kreigergarden\nemmittfurt,fm12076-9252",technician,single,tertiary,False,808,True,False,cellular,15,may,578,1,364,1,other,False,stiedemann,helena,2,5,nan
3299,38,"4491gutkowskidrivesapt.564\nluettgentown,or39353-0836",management,single,tertiary,False,427,True,False,cellular,6,may,17,3,169,2,failure,False,jast,myles,3,5,nan
3301,60,"5063 sawayn summit apt. 965\ns0uth r3annahav3n, md 43624-3604",services,married,tertiary,False,4256,True,False,cellular,16,aug,239,3,761,1,other,True,doyle,tierra,6,8,nan
3303,52,"958 auer greens st.\njakubowskiview, mt 84376",services,divorced,secondary,False,238,True,False,cellular,6,may,101,1,362,5,other,False,green,dino,5,5,nan
3304,64,"007 durgan w3ll \n3ast 3milian0burgh, 0h 91153-9941",retired,married,tertiary,False,846,False,False,cellular,11,feb,671,1,181,3,failure,True,jacobi,toni,6,2,nan
3314,35,"1715 padberg lodge ave.\nemanuelchester, nm 39304",self-employed,married,tertiary,False,980,False,False,cellular,2,aug,428,2,336,6,failure,False,farrell,louisa,3,8,nan
3315,33,"24251 bruce forks\nnorth litzyburgh, pw 73548-1757",admin.,married,tertiary,False,79,True,False,cellular,22,oct,249,2,335,2,failure,True,reichel,kitty,3,10,nan
3317,25,"9508 rohan pine \neast mertie, mi 91539",management,single,tertiary,False,808,False,False,cellular,18,sep,267,2,114,2,failure,True,koch,mollie,2,9,nan
3331,53,"502cristianland\nwilliamsonburgh,tn19427-5460",management,married,unknown,False,2240,True,False,cellular,2,jun,282,2,385,1,success,True,considine,xander,5,6,nan
3332,31,"4272 nienow crossroad ave.\nwatersmouth, ky 98374",management,married,tertiary,False,22546,True,False,cellular,14,may,8,6,267,4,failure,False,mcclure,jude,3,5,nan
3335,29,"0503 sant0s ways apt. 784\nn3w aur3li3sid3, mh 24428",blue-collar,married,secondary,False,228,True,False,cellular,11,may,12,8,342,9,failure,False,mann,estelle,2,5,nan
3343,40,"668 ike glens st.\nwest coy, sd 56642",services,married,secondary,False,-378,True,True,cellular,13,may,541,1,295,6,failure,False,larkin,katelin,4,5,nan
3346,55,"1462 rippin extension ave.\neast kali, md 27334",admin.,married,secondary,False,865,True,False,cellular,27,oct,96,1,111,3,failure,False,nienow,alexanne,5,10,nan
3350,31,"6854 chan3ll3 flat apt. 957\nharb3rb0r0ugh, fl 85933",admin.,married,secondary,False,389,True,False,cellular,7,dec,69,1,185,2,failure,False,boyer,jeanette,3,12,nan
3365,34,"2712zorafallave.\npricechester,ap80960",entrepreneur,married,secondary,False,1847,True,False,cellular,9,apr,543,3,321,6,failure,False,dietrich,serenity,3,4,nan
3368,57,"91278 kailee shores\nlake ryann, wi 15408-0569",services,divorced,secondary,False,4664,False,False,cellular,21,nov,22,4,114,1,failure,False,vandervort,wade,5,11,water
3370,31,"957 daugherty circle st.\nwest kameron, hi 04923",student,single,tertiary,False,64,False,False,cellular,15,sep,208,1,105,2,success,False,kling,melvin,3,9,nan
3371,49,"51387 bridgette extensions\nnew dewittbury, ap 42306-4271",unemployed,married,tertiary,False,-471,True,False,cellular,20,nov,77,3,185,7,failure,False,walter,tara,4,11,nan
3374,33,"28090 willms c0v3s\ns0uth fl0r3nci0stad, nj 11669-1624",blue-collar,married,secondary,False,26,True,False,cellular,17,apr,342,3,332,1,other,False,kovacek,billie,3,4,nan
3377,45,"194 hal3y springs st.\n3ast sammyp0rt, wv 58560-0423",admin.,married,unknown,False,2033,False,False,cellular,30,nov,123,1,186,4,failure,False,mclaughlin,william,4,11,nan
3379,56,"3889 rupert neck ave.\nbeerside, mh 33661",admin.,divorced,unknown,False,789,True,False,cellular,8,may,1022,1,360,2,failure,False,padberg,eloisa,5,5,nan
3380,33,"598 treutel ford st.\nmontemouth, ma 26555",blue-collar,single,secondary,False,142,True,False,cellular,14,may,123,1,360,3,other,False,bednar,herminio,3,5,nan
3382,37,"395 c3l3stin0 cliffs st.\nh0pp3b0r0ugh, md 44828",blue-collar,married,unknown,False,897,True,False,cellular,13,apr,119,2,280,2,failure,False,auer,rebeca,3,4,nan
3385,38,"685 irving lodge st.\ncandaceview, nh 57937",unknown,single,tertiary,False,0,False,False,cellular,11,sep,260,3,95,3,success,True,kertzmann,jerry,3,9,nan
3394,46,"1187 frami courts ave.\ndachshire, ks 30370",services,married,secondary,False,4,False,False,cellular,30,apr,268,1,261,5,other,True,hagenes,sage,4,4,nan
3407,40,"169 mohammed springs st.\nmitchelland, nh 10246-0422",management,divorced,tertiary,False,502,True,False,cellular,3,feb,267,4,270,3,other,False,zulauf,astrid,4,2,nan
3408,38,"31769 nic0las c0urt\nn0rth 3lin0r3m0uth, hi 65381",management,single,tertiary,False,8669,True,False,telephone,20,apr,5,3,150,6,failure,False,walsh,allene,3,4,nan
3412,45,"2790rodriguezpikesuite354\nvalentinfort,sd05005-6518",admin.,married,secondary,False,72,True,True,cellular,15,may,262,2,352,2,failure,False,kassulke,evan,4,5,nan
3419,60,"4061 felipe station suite 514\nschinnershire, il 53015-1701",admin.,married,secondary,False,2552,False,True,cellular,30,jan,255,2,2,4,other,False,wunsch,vergie,6,1,nan
3426,40,"8617 paucek islands ave.\neast brendon, vi 99695-2598",self-employed,married,primary,False,2077,True,False,cellular,13,may,363,1,173,24,other,False,rohan,reymundo,4,5,nan
3429,41,"61243 jessie view\nport trinityhaven, ny 07443-9618",blue-collar,married,primary,False,7735,True,False,cellular,20,nov,220,1,190,1,failure,False,keebler,melvina,4,11,nan
3433,58,"7398 christiansen rapids ave.\nsouth dolly, id 88529-7114",management,married,secondary,False,139,False,False,cellular,27,may,188,1,161,2,other,False,berge,frances,5,5,nan
3434,29,"3723 anabel summit ave.\nlake elinore, ok 93800-0686",management,single,tertiary,False,21,True,False,cellular,14,may,107,4,371,3,failure,False,collier,triston,2,5,water
3439,34,"8495kochmissionapt.108\nwestaubreeland,fm88193",admin.,married,secondary,False,5320,False,False,cellular,3,mar,114,6,467,5,other,False,price,alphonso,3,3,nan
3446,38,"06185 homenick roads\nnew emanuel, sc 76067-3994",services,married,secondary,False,8876,False,False,cellular,2,feb,280,1,75,1,failure,False,balistreri,murphy,3,2,nan
3462,34,"06605 m0sciski fall\nfunkshir3, ct 18568",blue-collar,married,secondary,False,360,True,False,telephone,19,nov,46,1,182,2,failure,False,haag,verona,3,11,nan
3463,52,"020langlodge\npacochaland,wi89152-2335",admin.,married,secondary,False,199,False,False,cellular,28,jan,978,2,189,1,other,False,koss,yadira,5,1,nan
3471,46,"00780 rico coves\nnorth constancehaven, ms 50727-4746",blue-collar,married,primary,False,1291,True,False,cellular,14,may,142,3,259,17,failure,False,kuhlman,jefferey,4,5,nan
3481,40,"95558 schupp3 l0af\nw3st dant3, nc 26840",unemployed,married,secondary,False,0,True,False,cellular,19,nov,332,1,183,1,failure,False,shanahan,johanna,4,11,nan
3483,40,"0192 frances mountain \nheleneberg, ky 69965",management,married,tertiary,False,7780,False,False,telephone,4,may,364,1,355,1,other,False,predovic,sister,4,5,nan
3484,30,"5021 matt harb0rs av3.\nw3st 3m3rald, nd 34873-1533",management,married,secondary,False,-559,True,True,cellular,7,may,98,1,167,2,failure,False,effertz,logan,3,5,nan
3487,39,"22333 dicki highway\nn3w just0nvi3w, nc 01542-8272",entrepreneur,married,unknown,False,98,True,False,telephone,15,may,59,3,367,1,other,False,satterfield,oran,3,5,nan
3493,36,"77105 kurt corners\nfaychester, mi 83706-9553",management,single,tertiary,False,-679,True,True,cellular,7,may,172,1,93,1,failure,False,wunsch,celestine,3,5,nan
3498,58,"80562rolfsonrow\ntremblayport,mo80587-7461",services,divorced,secondary,False,462,False,False,cellular,13,nov,495,1,93,1,success,True,effertz,gideon,5,11,nan
3502,32,"178 ledner mews \nbrycebury, ct 72282-0348",management,divorced,tertiary,False,883,True,False,cellular,10,dec,798,1,185,5,other,True,keeling,petra,3,12,nan
3518,39,"6125o'connellplaza\nnorthjazmyn,me21791",self-employed,married,secondary,False,31,True,False,cellular,20,nov,61,2,181,4,failure,False,mann,yadira,3,11,nan
3519,54,"3842 margar3tt3 club apt. 957\nn0rth br0ck, wy 90617",technician,married,secondary,False,0,False,False,telephone,14,aug,159,2,106,6,success,False,gleichner,hazle,5,8,nan
